,episode,team_points,opponent_points,win,total_wins,win_rate,reward,avg_reward,policy_loss,value_loss,total_loss,rewards
0,1,131.0,26.0,1,1,100.0,,0.6138888888888889,,,,11.05
1,2,177.0,137.0,1,2,100.0,,0.0114285714285714,-0.0276091936975717,7.355341911315918,7.3415374755859375,0.4000000000000003
2,3,256.0,215.0,1,3,100.0,,0.1964150943396226,-0.0279712807387113,6.653958320617676,6.639972686767578,10.41
3,4,298.0,330.0,0,3,75.0,,-0.0045070422535211,-0.0281260423362255,6.687303066253662,6.673240184783936,-0.3200000000000003
4,5,344.0,441.0,0,3,60.0,,-0.1025233644859813,-0.0278439726680517,3.4184043407440186,3.404482364654541,-10.97
5,6,447.0,495.0,0,3,50.0,,-0.00384,-0.0280436687171459,10.290863037109377,10.276841163635254,-0.4800000000000004
6,7,534.0,565.0,0,3,42.85714285714285,,0.0682394366197183,-0.0274306405335664,6.891645170981064e-05,-0.0136464042589068,9.69
7,8,633.0,623.0,1,4,50.0,,0.1264150943396226,-0.0280433651059865,6.994450092315674,6.980428218841553,20.1
8,9,683.0,730.0,0,4,44.44444444444444,,0.0541477272727272,-0.0282314848154783,10.10719871520996,10.093083381652832,9.53
9,10,758.0,812.0,0,4,40.0,,-0.0025471698113207,-0.0276774186640977,0.0001772158866515,-0.0136614935472607,-0.5399999999999991
10,11,862.0,865.0,0,4,36.36363636363637,,0.0435371179039301,-0.0279762670397758,3.395615339279175,3.381627321243286,9.97
11,12,976.0,908.0,1,5,41.66666666666667,,0.0840650406504065,-0.0281486976891756,6.9034857749938965,6.889411449432373,20.68
12,13,1001.0,1040.0,0,5,38.46153846153847,,0.0365399239543726,-0.0275450386106967,0.0003538842429406,-0.013418635353446,9.61
13,14,1093.0,1105.0,0,5,35.714285714285715,,0.071,-0.0278931464999914,3.1982245445251465,3.184278011322021,19.88
14,15,1128.0,1227.0,0,5,33.33333333333333,,0.0285126582278481,-0.0278098210692405,0.0005339925992302,-0.013370918110013,9.01
15,16,1165.0,1347.0,0,5,31.25,,-0.0054491017964071,-0.0280419774353504,9.711654663085938,9.697633743286133,-1.8200000000000005
16,17,1279.0,1390.0,0,5,29.411764705882355,,0.0253276353276353,-0.0276371371001005,2.894120454788208,2.8803019523620605,8.89
17,18,1310.0,1516.0,0,5,27.77777777777778,,-0.0055826558265582,-0.0283921100199222,2.756765842437744,2.7425696849823,-2.0599999999999987
18,19,1341.0,1642.0,0,5,26.31578947368421,,-0.0336175710594315,-0.0274265762418508,9.857876777648926,9.84416389465332,-13.009999999999998
19,20,1348.0,1792.0,0,5,25.0,,-0.0577777777777777,-0.0275315809994936,3.1931581497192383,3.1793923377990723,-24.44
20,21,1421.0,1876.0,0,5,23.809523809523807,,-0.078344671201814,-0.0276490896940231,3.240063667297364,3.2262392044067383,-34.55
21,22,1466.0,1988.0,0,5,22.727272727272727,,-0.0987336244541484,-0.0271800607442855,0.0055691497400403,-0.0080208806321024,-45.22
22,23,1489.0,2122.0,0,5,21.73913043478261,,-0.1185894736842105,-0.0270714797079563,9.418342590332031,9.404807090759276,-56.33
23,24,1579.0,2189.0,0,5,20.833333333333336,,-0.0936991869918699,-0.0277465283870697,5.5055108070373535,5.491637706756592,-46.1
24,25,1673.0,2252.0,0,5,20.0,,-0.0677840909090908,-0.0304194912314414,7.255866527557373,7.240656852722168,-35.78999999999999
25,26,1747.0,2335.0,0,5,19.23076923076924,,-0.084029304029304,-0.0312212333083152,8.593822479248047,8.578211784362793,-45.88
26,27,1818.0,2421.0,0,5,18.51851851851852,,-0.0995204262877442,-0.0297620203346014,0.040077093988657,0.0251960828900337,-56.03
27,28,1849.0,2547.0,0,5,17.857142857142858,,-0.1154827586206896,-0.0327549092471599,3.538001775741577,3.5216243267059326,-66.97999999999999
28,29,1960.0,2593.0,0,5,17.24137931034483,,-0.0941973244147157,-0.0273660756647586,0.0436140410602092,0.0299310032278299,-56.32999999999999
29,30,2097.0,2613.0,0,5,16.666666666666664,,-0.0712302839116719,-0.0247684139758348,2.18608832359314,2.173704147338867,-45.15999999999999
30,31,2231.0,2636.0,0,5,16.129032258064516,,-0.052223926380368,-0.0316172391176223,3.519714593887329,3.503906011581421,-34.04999999999999
31,32,2361.0,2663.0,0,5,15.625,,-0.0343582089552238,-0.0300311222672462,3.6723146438598633,3.657299041748047,-23.01999999999999
32,33,2498.0,2683.0,0,5,15.151515151515152,,-0.0172238372093023,-0.0296679008752107,6.332552433013916,6.317718505859375,-11.849999999999987
33,34,2569.0,2769.0,0,5,14.705882352941178,,-0.0312056737588652,-0.0312627032399177,4.18250036239624,4.166869163513184,-21.99999999999999
34,35,2638.0,2857.0,0,5,14.285714285714285,,-0.0434412955465586,-0.026556558907032,4.500453948974609,4.487175464630127,-32.18999999999999
35,36,2715.0,2937.0,0,5,13.88888888888889,,-0.0556992084432717,-0.0353965759277343,0.6809375882148743,0.6632393002510071,-42.21999999999999
36,37,2803.0,3006.0,0,5,13.513513513513514,,-0.0412757731958762,-0.030058067291975,2.2861545085906982,2.271125555038452,-32.029999999999994
37,38,2846.0,3120.0,0,5,13.157894736842104,,-0.0538965952080706,-0.0270685851573944,1.7156211137771606,1.7020868062973022,-42.74
38,39,2952.0,3171.0,0,5,12.82051282051282,,-0.0397407407407407,-0.0292439274489879,0.6897633075714111,0.6751413345336914,-32.19
39,40,3046.0,3234.0,0,5,12.5,,-0.0258628841607564,-0.0267279632389545,5.143022060394287,5.129658222198486,-21.879999999999995
40,41,3155.0,3282.0,0,5,12.195121951219512,,-0.0130439814814814,-0.0293294973671436,1.8051011562347408,1.7904363870620728,-11.269999999999996
41,42,3240.0,3354.0,0,5,11.904761904761903,,-0.0012925170068027,-0.0272614285349845,0.1066253781318664,0.0929946601390838,-1.1399999999999952
42,43,3300.0,3451.0,0,5,11.627906976744184,,-0.0127888888888888,-0.0283582247793674,0.3631013333797455,0.3489222228527069,-11.509999999999994
43,44,3395.0,3513.0,0,5,11.363636363636363,,-0.0012868047982551,-0.0265104360878467,0.4873961508274078,0.4741409420967102,-1.1799999999999944
44,45,3507.0,3558.0,0,5,11.11111111111111,,0.0099580272822665,-0.0269268676638603,0.8866455554962158,0.8731821179389954,9.490000000000006
45,46,3615.0,3607.0,1,6,13.043478260869565,,0.0206797116374871,-0.0327687487006187,1.0609326362609863,1.044548273086548,20.080000000000005
46,47,3705.0,3674.0,1,7,14.893617021276595,,0.0306781376518218,-0.027095953002572,1.225413203239441,1.2118651866912842,30.31000000000001
47,48,3768.0,3768.0,0,7,14.583333333333334,,0.0198807157057654,-0.0331626310944557,5.0713419914245605,5.054760456085205,20.000000000000007
48,49,3824.0,3869.0,0,7,14.285714285714285,,0.009326171875,-0.0293499864637851,1.1715515851974487,1.156876564025879,9.550000000000008
49,50,3880.0,3970.0,0,7,14.000000000000002,,-0.0008490566037735,-0.0228455234318971,0.4294933974742889,0.4180706441402435,-0.8999999999999915
50,1,122.0,35.0,1,1,100.0,,0.6394117647058823,,,,10.87
51,2,144.0,170.0,0,1,50.0,,-0.0076470588235294,-0.0264756046235561,8.491846084594727,8.478608131408691,-0.2599999999999998
52,3,247.0,224.0,1,2,66.66666666666666,,0.2005882352941176,-0.0292726699262857,6.691807746887207,6.677171230316162,10.23
53,4,340.0,288.0,1,3,75.0,,0.297391304347826,-0.0287222601473331,2.823717832565308,2.809356689453125,20.52
54,5,465.0,320.0,1,4,80.0,,0.2995238095238095,-0.029997332021594,1.127516269683838,1.1125175952911377,31.45
55,6,580.0,362.0,1,5,83.33333333333334,,0.3457377049180328,-0.0326527133584022,0.4286225140094757,0.4122961461544037,42.18
56,7,689.0,410.0,1,6,85.71428571428571,,0.3770714285714285,-0.026453211903572,0.4261717200279236,0.4129451215267181,52.79
57,8,691.0,565.0,1,7,87.5,,0.2628025477707006,-0.0272417441010475,11.445327758789062,11.431706428527832,41.26
58,9,778.0,635.0,1,8,88.88888888888889,,0.2938857142857143,-0.0291202459484338,3.86959457397461,3.855034351348877,51.43
59,10,821.0,749.0,1,9,90.0,,0.1929857819905213,-0.0262747071683406,1.29860520362854,1.2854678630828855,40.72
60,11,888.0,839.0,1,10,90.9090909090909,,0.1337280701754385,-0.0274130869656801,1.429776310920715,1.416069746017456,30.49
61,12,952.0,932.0,1,11,91.66666666666666,,0.0821138211382113,-0.0288379862904548,2.863966226577759,2.8495471477508545,20.2
62,13,1024.0,1017.0,1,12,92.3076923076923,,0.0382889733840304,-0.0294824298471212,0.3424050509929657,0.3276638388633728,10.07
63,14,1092.0,1106.0,0,12,85.71428571428571,,-0.0004982206405694,-0.0329956151545047,0.5154353380203247,0.4989375174045563,-0.1400000000000023
64,15,1129.0,1226.0,0,12,80.0,,-0.0346056782334384,-0.0291513819247484,0.4836370944976806,0.469061404466629,-10.970000000000002
65,16,1236.0,1276.0,0,12,75.0,,-0.0011940298507462,-0.0283060688525438,3.203246831893921,3.189093828201294,-0.4000000000000021
66,17,1304.0,1365.0,0,12,70.58823529411765,,-0.0301420454545454,-0.0303389076143503,0.5416921377182007,0.526522696018219,-10.610000000000005
67,18,1385.0,1441.0,0,12,66.66666666666666,,-0.0015135135135135,-0.0284623187035322,0.4933105111122131,0.4790793657302856,-0.5600000000000023
68,19,1441.0,1542.0,0,12,63.1578947368421,,-0.0284496124031007,-0.0337744392454624,0.8719601631164551,0.8550729155540466,-11.010000000000002
69,20,1529.0,1611.0,0,12,60.0,,-0.0019385342789598,-0.0294338855892419,0.3404378592967987,0.3257209062576294,-0.8200000000000021
70,21,1620.0,1677.0,0,12,57.14285714285714,,0.0213832199546485,-0.0280181132256984,0.651106059551239,0.6370970010757446,9.429999999999998
71,22,1645.0,1809.0,0,12,54.54545454545454,,-0.0035729847494553,-0.0324249565601348,0.8731059432029724,0.8568934798240662,-1.6400000000000023
72,23,1736.0,1875.0,0,12,52.17391304347826,,0.0180503144654088,-0.0238171126693487,0.3097651302814483,0.2978565692901611,8.609999999999998
73,24,1872.0,1896.0,0,12,50.0,,0.0399191919191919,-0.0308495685458183,0.8070589900016785,0.791634202003479,19.76
74,25,1977.0,1948.0,1,13,52.0,,0.0570433145009416,-0.030887883156538,0.6853832602500916,0.6699393391609192,30.29
75,26,2010.0,2072.0,0,13,50.0,,0.0353649635036496,-0.0264159105718135,0.9926013350486756,0.9793933629989624,19.38
76,27,2128.0,2111.0,1,14,51.85185185185185,,0.053303886925795,-0.0253923349082469,1.0331283807754517,1.0204322338104248,30.17
77,28,2204.0,2192.0,1,15,53.57142857142857,,0.0345111492281303,-0.0277663841843605,0.4817986786365509,0.4679154753684997,20.12
78,29,2279.0,2274.0,1,16,55.172413793103445,,0.0167221297836938,-0.0262135062366724,0.1833016723394394,0.170194923877716,10.049999999999995
79,30,2323.0,2387.0,0,16,53.333333333333336,,-0.0010047095761381,-0.0368310138583183,0.3932666182518005,0.3748511075973511,-0.6400000000000023
80,31,2410.0,2457.0,0,16,51.61290322580645,,0.014571865443425,-0.0299413986504077,0.410188615322113,0.3952179253101349,9.529999999999998
81,32,2527.0,2497.0,1,17,53.125,,0.0302083333333333,-0.0307706594467163,0.7494182586669922,0.734032928943634,20.3
82,33,2602.0,2579.0,1,18,54.54545454545454,,0.0148260869565217,-0.0211483966559171,0.8705374598503113,0.8599632382392883,10.229999999999997
83,34,2708.0,2630.0,1,19,55.88235294117647,,0.0293502824858757,-0.0307174082845449,0.4983959794044494,0.4830372631549835,20.78
84,35,2770.0,2725.0,1,20,57.14285714285714,,0.0140456989247311,-0.0253085736185312,0.288600206375122,0.2759459316730499,10.449999999999998
85,36,2844.0,2808.0,1,21,58.333333333333336,,0.0004730617608409,-0.0291830636560916,0.2230612784624099,0.2084697484970092,0.3599999999999976
86,37,2899.0,2910.0,0,21,56.75675675675676,,-0.0129781771501925,-0.0303762927651405,0.150047168135643,0.134859025478363,-10.110000000000005
87,38,2978.0,2988.0,0,21,55.26315789473685,,-0.0001254705144291,-0.0352806746959686,1.507765531539917,1.4901251792907717,-0.1000000000000032
88,39,3014.0,3109.0,0,21,53.84615384615385,,-0.0134520884520884,-0.0297352615743875,0.2978743314743042,0.2830066978931427,-10.950000000000005
89,40,3120.0,3160.0,0,21,52.5,,-0.0004705882352941,-0.0311660971492528,0.2467395961284637,0.2311565428972244,-0.4000000000000021
90,41,3239.0,3198.0,1,22,53.65853658536586,,0.0120069204152249,-0.0355505719780921,0.44435515999794,0.426579862833023,10.409999999999998
91,42,3309.0,3285.0,1,23,54.761904761904766,,0.0002711864406779,-0.0258739851415157,0.3732926249504089,0.3603556454181671,0.2399999999999984
92,43,3338.0,3413.0,0,23,53.48837209302325,,-0.0119047619047619,-0.0288033802062273,0.1468194425106048,0.1324177533388137,-10.750000000000002
93,44,3388.0,3520.0,0,23,52.27272727272727,,-0.0231739130434782,-0.0295408982783556,0.1729215085506439,0.1581510603427887,-21.32
94,45,3485.0,3580.0,0,23,51.11111111111111,,-0.0114539748953974,-0.0214379206299781,0.5628095269203186,0.552090585231781,-10.95
95,46,3554.0,3668.0,0,23,50.0,,-0.0217266187050359,-0.0298121627420187,0.2696939408779144,0.2547878623008728,-21.14
96,47,3649.0,3730.0,0,23,48.93617021276596,,-0.0109191919191919,-0.0280770976096391,0.3663338720798492,0.352295309305191,-10.81
97,48,3731.0,3805.0,0,23,47.91666666666667,,-0.0007341269841269,-0.0371034257113933,0.1913885772228241,0.1728368699550628,-0.7400000000000002
98,49,3794.0,3899.0,0,23,46.93877551020408,,-0.0107699805068226,-0.0245380792766809,0.235392689704895,0.2231236547231674,-11.05
99,50,3843.0,4007.0,0,23,46.0,,-0.0203766478342749,-0.0348465144634246,0.3997984230518341,0.3823751807212829,-21.64
100,1,71.0,86.0,0,0,0.0,,-0.5638888888888889,,,,-10.15
101,2,91.0,223.0,0,0,0.0,,-0.5922222222222222,-0.0252038929611444,0.9443273544311525,0.9317253828048706,-21.32
102,3,189.0,282.0,0,0,0.0,,-0.2062264150943396,-0.0268661882728338,11.591657638549805,11.578224182128906,-10.93
103,4,324.0,304.0,1,1,25.0,,0.0028571428571428,-0.0273421816527843,3.1063895225524902,3.0927183628082275,0.1999999999999993
104,5,430.0,355.0,1,2,40.0,,0.1014150943396226,-0.0315367430448532,10.939738273620604,10.923970222473145,10.75
105,6,552.0,390.0,1,3,50.0,,0.1743548387096774,-0.0240520909428596,3.5246970653533936,3.512670993804932,21.62
106,7,566.0,533.0,1,4,57.14285714285714,,0.0727464788732394,-0.027136318385601,3.03617525100708,3.0226070880889893,10.329999999999998
107,8,584.0,672.0,0,4,50.0,,-0.0055345911949685,-0.0258542224764823,2.099570274353028,2.0866432189941406,-0.8800000000000026
108,9,691.0,722.0,0,4,44.44444444444444,,0.0550568181818181,-0.021214248612523,2.401556968688965,2.3909497261047363,9.689999999999998
109,10,741.0,829.0,0,4,40.0,,-0.0041509433962264,-0.0261161718517541,12.841683387756348,12.828625679016112,-0.8800000000000026
110,11,776.0,951.0,0,4,36.36363636363637,,-0.0513100436681222,-0.0258482117205858,1.050237774848938,1.03731369972229,-11.750000000000002
111,12,895.0,989.0,0,4,33.33333333333333,,-0.0038056680161943,-0.0285556502640247,2.023259401321411,2.008981466293335,-0.9400000000000012
112,13,955.0,1086.0,0,4,30.76923076923077,,-0.042840909090909,-0.0259428638964891,0.9565298557281494,0.943558394908905,-11.31
113,14,1010.0,1188.0,0,4,28.57142857142857,,-0.077508896797153,-0.0321861505508422,2.352924346923828,2.336831331253052,-21.78
114,15,1047.0,1308.0,0,4,26.666666666666668,,-0.1028706624605678,-0.0262758508324623,0.937997579574585,0.9248596429824828,-32.61
115,16,1167.0,1345.0,0,4,25.0,,-0.0652095808383233,-0.0296283885836601,3.7025113105773926,3.687697172164917,-21.78
116,17,1279.0,1390.0,0,4,23.52941176470588,,-0.0315625,-0.0253816824406385,1.722658395767212,1.7099676132202148,-11.11
117,18,1330.0,1496.0,0,4,22.22222222222222,,-0.0585405405405405,-0.0283116493374109,1.201075792312622,1.186919927597046,-21.660000000000004
118,19,1421.0,1562.0,0,4,21.052631578947366,,-0.0294832041343669,-0.0274933278560638,1.263553261756897,1.2498066425323486,-11.410000000000004
119,20,1511.0,1629.0,0,4,20.0,,-0.002789598108747,-0.0262884218245744,2.5272724628448486,2.5141282081604004,-1.1800000000000033
120,21,1654.0,1643.0,1,5,23.809523809523807,,0.0229772727272727,-0.0360849983990192,0.9742763042449952,0.95623379945755,10.109999999999996
121,22,1683.0,1771.0,0,5,22.727272727272727,,-0.0019213973799126,-0.0362573824822902,1.533013939857483,1.5148853063583374,-0.8800000000000043
122,23,1753.0,1858.0,0,5,21.73913043478261,,-0.0232631578947368,-0.03347759693861,5.6573405265808105,5.640601634979248,-11.050000000000004
123,24,1818.0,1950.0,0,5,20.833333333333336,,-0.0432454361054766,-0.029276642948389,0.9532817602157592,0.9386434555053712,-21.320000000000004
124,25,1929.0,1996.0,0,5,20.0,,-0.0201701323251417,-0.0260457918047904,0.6845577955245972,0.6715348958969116,-10.670000000000003
125,26,1992.0,2090.0,0,5,19.23076923076924,,-0.0383546617915905,-0.0284134987741708,1.1061325073242188,1.0919257402420044,-20.980000000000004
126,27,2058.0,2181.0,0,5,18.51851851851852,,-0.0552743362831858,-0.0233472902327775,14.901891708374023,14.890217781066896,-31.230000000000004
127,28,2086.0,2310.0,0,5,17.857142857142858,,-0.0725773195876288,-0.0279737692326307,1.078624963760376,1.0646381378173828,-42.24
128,29,2205.0,2348.0,0,5,17.24137931034483,,-0.0523833333333333,-0.0429332144558429,0.6470104455947876,0.6255438327789307,-31.43
129,30,2267.0,2443.0,0,5,16.666666666666664,,-0.0656603773584905,-0.0429455116391181,0.9494390487670898,0.927966296672821,-41.76
130,31,2355.0,2512.0,0,5,16.129032258064516,,-0.0482721712538226,-0.0269392728805542,1.6708991527557373,1.6574294567108154,-31.57
131,32,2468.0,2556.0,0,5,15.625,,-0.0311177347242921,-0.024458821862936,13.814604759216309,13.802375793457031,-20.880000000000003
